type	subtype	ref	desc
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_045902232.1	class C beta-lactamase CMH-16
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_046887417.1	class C beta-lactamase CMH-5
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_050859785.1	class C beta-lactamase CMH-17
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_058650678.1	class C beta-lactamase CMH-9
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_058660625.1	class C beta-lactamase CMH-18
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_058678916.1	class C beta-lactamase CMH-19
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_058680758.1	class C beta-lactamase CMH-20
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_063859580.1	extended-spectrum class C beta-lactamase CMH-1
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_063859588.1	class C beta-lactamase CMH-2
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_095907254.1	class C beta-lactamase CMH-22
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_118283990.1	class C beta-lactamase CMH-23
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_139937027.1	class C beta-lactamase CMH-24
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_155023054.1	class C beta-lactamase CMH-10
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_156404645.1	class C beta-lactamase CMH-6
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_231869641.1	class C beta-lactamase CMH-7
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_248048813.1	class C beta-lactamase CMH-13
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_268871847.1	class C beta-lactamase CMH-8
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_279383145.1	class C beta-lactamase CMH-11
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_279383146.1	class C beta-lactamase CMH-12
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_308926360.1	class C beta-lactamase CMH-25
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_353798104.1	class C beta-lactamase CMH-27
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187940.1	class C beta-lactamase CMH-26
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187941.1	class C beta-lactamase CMH-28
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187942.1	class C beta-lactamase CMH-29
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187943.1	class C beta-lactamase CMH-30
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187944.1	class C beta-lactamase CMH-31
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187945.1	class C beta-lactamase CMH-32
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187946.1	class C beta-lactamase CMH-33
beta-lactam	blaCMH	NCBI|amr:amr|beta-lactam|blaCMH|WP_367187947.1	class C beta-lactamase CMH-34
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCFE|WP_032490699.1	CMY-2 family cephalosporin-hydrolyzing class C beta-lactamase CFE-1
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCFE|WP_128268234.1	CMY-2 family class C beta-lactamase CFE-2
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_000976513.1	extended-spectrum class C beta-lactamase CMY-30
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_000976514.1	extended-spectrum class C beta-lactamase CMY-2
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_000976515.1	class C beta-lactamase CMY-23
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_003830525.1	class C beta-lactamase CMY-25
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_008321445.1	class C beta-lactamase CMY-65
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_012262157.1	class C beta-lactamase CMY-31
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_012262164.1	class C beta-lactamase CMY-36
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_014386387.1	class C beta-lactamase CMY-16
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_015056382.1	class C beta-lactamase CMY-4
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_015058212.1	class C beta-lactamase CMY-6
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_015059331.1	class C beta-lactamase CMY-5
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_016155498.1	class C beta-lactamase CMY-101
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_020996270.1	class C beta-lactamase CMY-13
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032490765.1	class C beta-lactamase CMY-7
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032491928.1	class C beta-lactamase CMY-24
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032494240.1	extended-spectrum class C beta-lactamase CMY-107
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032495027.1	class C beta-lactamase CMY-58
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032495047.1	class C beta-lactamase CMY-53
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032937778.1	class C beta-lactamase CMY-152
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032939209.1	class C beta-lactamase CMY-72
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032942160.1	class C beta-lactamase CMY-86
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_032948363.1	class C beta-lactamase CMY-109
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_039023136.1	extended-spectrum class C beta-lactamase CMY-42
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_044699195.1	class C beta-lactamase CMY-48
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_046275846.1	class C beta-lactamase CMY-70
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_046670810.1	class C beta-lactamase CMY-189
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_048215094.1	class C beta-lactamase CMY-183
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_048241752.1	class C beta-lactamase CMY-41
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_053390271.1	class C beta-lactamase CMY-137
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_060682854.1	class C beta-lactamase CMY-49
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_060855400.1	class C beta-lactamase CMY-180
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_061547590.1	class C beta-lactamase CMY-84
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063553425.1	class C beta-lactamase CMY-38
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859613.1	class C beta-lactamase CMY-100
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859625.1	class C beta-lactamase CMY-102
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859632.1	class C beta-lactamase CMY-103
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859640.1	class C beta-lactamase CMY-104
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859647.1	class C beta-lactamase CMY-105
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859654.1	class C beta-lactamase CMY-106
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859673.1	class C beta-lactamase CMY-108
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859688.1	class C beta-lactamase CMY-110
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859698.1	class C beta-lactamase CMY-111
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859702.1	class C beta-lactamase CMY-112
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859704.1	class C beta-lactamase CMY-113
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859710.1	class C beta-lactamase CMY-114
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859713.1	class C beta-lactamase CMY-115
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859718.1	class C beta-lactamase CMY-116
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859722.1	class C beta-lactamase CMY-117
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859728.1	class C beta-lactamase CMY-118
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859734.1	class C beta-lactamase CMY-119
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859743.1	class C beta-lactamase CMY-12
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859750.1	class C beta-lactamase CMY-121
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859757.1	class C beta-lactamase CMY-122
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859763.1	class C beta-lactamase CMY-124
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859768.1	class C beta-lactamase CMY-125
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859770.1	class C beta-lactamase CMY-127
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859772.1	class C beta-lactamase CMY-128
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859777.1	class C beta-lactamase CMY-129
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859784.1	class C beta-lactamase CMY-130
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859788.1	class C beta-lactamase CMY-131
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859793.1	class C beta-lactamase CMY-132
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859798.1	class C beta-lactamase CMY-133
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859802.1	class C beta-lactamase CMY-134
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859809.1	class C beta-lactamase CMY-135
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859814.1	class C beta-lactamase CMY-138
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859815.1	class C beta-lactamase CMY-139
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859816.1	class C beta-lactamase CMY-14
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859817.1	class C beta-lactamase CMY-15
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859818.1	class C beta-lactamase CMY-17
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859824.1	class C beta-lactamase CMY-18
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859827.1	class C beta-lactamase CMY-20
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859828.1	class C beta-lactamase CMY-21
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859829.1	class C beta-lactamase CMY-22
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859830.1	class C beta-lactamase CMY-26
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859831.1	extended-spectrum class C beta-lactamase CMY-27
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859832.1	class C beta-lactamase CMY-28
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859833.1	class C beta-lactamase CMY-29
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859834.1	extended-spectrum class C beta-lactamase CMY-32
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859835.1	extended-spectrum class C beta-lactamase CMY-33
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859836.1	class C beta-lactamase CMY-34
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859837.1	class C beta-lactamase CMY-35
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859838.1	extended-spectrum class C beta-lactamase CMY-37
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859839.1	class C beta-lactamase CMY-39
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859840.1	class C beta-lactamase CMY-40
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859841.1	class C beta-lactamase CMY-43
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859842.1	extended-spectrum class C beta-lactamase CMY-44
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859843.1	class C beta-lactamase CMY-45
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859844.1	class C beta-lactamase CMY-46
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859845.1	class C beta-lactamase CMY-47
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859846.1	class C beta-lactamase CMY-50
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859847.1	class C beta-lactamase CMY-51
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859848.1	extended-spectrum class C beta-lactamase CMY-54
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859849.1	class C beta-lactamase CMY-55
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859850.1	class C beta-lactamase CMY-56
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859851.1	class C beta-lactamase CMY-57
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859852.1	class C beta-lactamase CMY-59
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859853.1	class C beta-lactamase CMY-60
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859854.1	class C beta-lactamase CMY-61
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859855.1	class C beta-lactamase CMY-62
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859856.1	class C beta-lactamase CMY-63
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859857.1	class C beta-lactamase CMY-64
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859858.1	class C beta-lactamase CMY-66
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859859.1	class C beta-lactamase CMY-67
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859860.1	class C beta-lactamase CMY-68
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859861.1	class C beta-lactamase CMY-69
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859862.1	class C beta-lactamase CMY-71
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859863.1	class C beta-lactamase CMY-73
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859864.1	class C beta-lactamase CMY-74
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859865.1	class C beta-lactamase CMY-75
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859866.1	class C beta-lactamase CMY-76
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859867.1	class C beta-lactamase CMY-77
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859868.1	class C beta-lactamase CMY-78
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859869.1	class C beta-lactamase CMY-79
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859870.1	class C beta-lactamase CMY-80
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859871.1	class C beta-lactamase CMY-81
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859872.1	class C beta-lactamase CMY-82
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859873.1	class C beta-lactamase CMY-83
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859877.1	class C beta-lactamase CMY-85
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859888.1	class C beta-lactamase CMY-87
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859891.1	class C beta-lactamase CMY-89
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859909.1	class C beta-lactamase CMY-90
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859914.1	class C beta-lactamase CMY-93
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859915.1	class C beta-lactamase CMY-94
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859916.1	extended-spectrum class C beta-lactamase CMY-95
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859917.1	class C beta-lactamase CMY-96
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859918.1	class C beta-lactamase CMY-97
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_063859919.1	class C beta-lactamase CMY-99
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_065102238.1	class C beta-lactamase CMY-140
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_065644637.1	class C beta-lactamase CMY-141
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_070064537.1	class C beta-lactamase CMY-142
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_071593223.1	class C beta-lactamase CMY-143
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_071593224.1	class C beta-lactamase CMY-144
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_075985683.1	class C beta-lactamase CMY-146
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_075985684.1	class C beta-lactamase CMY-145
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_077767289.1	class C beta-lactamase CMY-147
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_085562380.1	CMY-2 family class C beta-lactamase BIL-1
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_085562395.1	class C beta-lactamase CMY-148
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_085562396.1	class C beta-lactamase CMY-149
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_085562420.1	class C beta-lactamase CMY-151
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_087587949.1	class C beta-lactamase CMY-153
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_088245213.1	class C beta-lactamase CMY-154
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_094009802.1	class C beta-lactamase CMY-155
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_096807446.1	class C beta-lactamase CMY-157
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_103283398.1	class C beta-lactamase CMY-182
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_104009849.1	class C beta-lactamase CMY-156
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_106672612.1	class C beta-lactamase CMY-150
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_109545065.1	class C beta-lactamase CMY-161
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_109791215.1	class C beta-lactamase CMY-160
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_111273851.1	class C beta-lactamase CMY-162
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_111672906.1	class C beta-lactamase CMY-163
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_122630836.1	class C beta-lactamase CMY-158
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_122630837.1	class C beta-lactamase CMY-159
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_134216345.1	class C beta-lactamase CMY-181
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_140423307.1	class C beta-lactamase CMY-164
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_148044406.1	class C beta-lactamase CMY-165
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_148044407.1	class C beta-lactamase CMY-166
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_148044408.1	class C beta-lactamase CMY-167
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_156404646.1	class C beta-lactamase CMY-168
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_156404647.1	class C beta-lactamase CMY-169
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_156404648.1	class C beta-lactamase CMY-170
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_164924988.1	extended-spectrum class C beta-lactamase CMY-136
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_168247875.1	class C beta-lactamase CMY-171
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_187259226.1	class C beta-lactamase CMY-179
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_187795500.1	class C beta-lactamase CMY-191
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_190259774.1	class C beta-lactamase CMY-173
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_200302238.1	class C beta-lactamase CMY-174
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_213994578.1	class C beta-lactamase CMY-175
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_213994579.1	class C beta-lactamase CMY-176
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_215824899.1	inhibitor-resistant extended-spectrum class C beta-lactamase CMY-172
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_231869646.1	class C beta-lactamase CMY-177
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_256875600.1	class C beta-lactamase CMY-178
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_268871848.1	class C beta-lactamase CMY-184
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_274293082.1	class C beta-lactamase CMY-185
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_281461078.1	class C beta-lactamase CMY-186
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_328703055.1	class C beta-lactamase CMY-190
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaCMY|WP_338424100.1	class C beta-lactamase CMY-188
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaLAT|WP_032489027.1	CMY-2 family cephalosporin-hydrolyzing class C beta-lactamase LAT-3
beta-lactam	blaCMY	NCBI|amr:amr|beta-lactam|blaLAT|WP_063860798.1	CMY-2 family cephalosporin-hydrolyzing class C beta-lactamase LAT-1
beta-lactam	blaCPS	NCBI|amr:amr|beta-lactam|blaCPS|WP_063857696.1	subclass B3 metallo-beta-lactamase CPS-1
beta-lactam	blaCRD3	NCBI|amr:amr|beta-lactam|blaCRD3|WP_122630831.1	subclass B3 metallo-beta-lactamase CRD3-1
beta-lactam	blaCRH	NCBI|amr:amr|beta-lactam|blaCRH|WP_043592266.1	carbapenem-hydrolyzing class A beta-lactamase CRH-1
beta-lactam	blaCRH	NCBI|amr:amr|beta-lactam|blaCRH|WP_109545050.1	carbapenem-hydrolyzing class A beta-lactamase CRH-2
beta-lactam	blaCRH	NCBI|amr:amr|beta-lactam|blaCRH|WP_109545051.1	carbapenem-hydrolyzing class A beta-lactamase CRH-3
beta-lactam	blaCRP	NCBI|amr:amr|beta-lactam|blaCRP|WP_043629745.1	carbapenem-hydrolyzing class A beta-lactamase CRP-1
beta-lactam	blaCSP	NCBI|amr:amr|beta-lactam|blaCSP|WP_063859920.1	extended-spectrum class A beta-lactamase CSP-1
beta-lactam	blaCSP	NCBI|amr:amr|beta-lactam|blaCSP|WP_063864748.1	CSP family extended-spectrum class A beta-lactamase SPU-1
beta-lactam	blaCTX-M	NCBI|amr:amr|beta-lactam|blaCTX-M|WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15
beta-lactam	blaCTX-M	NCBI|amr:amr|beta-lactam|blaCTX-M|WP_000239591.1	extended-spectrum class A beta-lactamase CTX-M-32
beta-lactam	blaCTX-M	NCBI|amr:amr|beta-lactam|blaCTX-M|WP_001617865.1	extended-spectrum class A beta-lactamase CTX-M-14
beta-lactam	blaCTX-M	NCBI|amr:amr|beta-lactam|blaCTX-M|WP_011091028.1	extended-spectrum class A beta-lactamase CTX-M-3
beta-lactam	blaCTX-M	NCBI|amr:amr|beta-lactam|blaCTX-M|WP_011117618.1	extended-spectrum class A beta-lactamase CTX-M-17
beta-lactam	blaCTX-M	NCBI|amr:amr|beta-lactam|blaCTX-M|WP_012579062.1	extended-spectrum class A beta-lactamase CTX-M-53
